Sequence	Index	GC Skew (1kb)
chr01	4274000	-0.01197605
chr01	4275000	-0.03001580
chr01	4276000	0.07621951
chr01	4277000	0.03785489
chr01	4278000	0.11641791
chr01	4279000	0.19716312
chr01	4280000	0.16413793
chr01	4281000	-0.00859599
chr01	4282000	-0.10081744
chr01	4283000	-0.16883117
chr01	4284000	-0.21925134
chr01	4285000	-0.25271739
chr01	4286000	-0.11142857
chr01	4287000	0.08684211
chr01	4288000	0.10829817
chr01	4289000	0.00000000
chr01	4290000	-0.02034884
chr01	4291000	-0.02034884
chr01	4292000	0.05586592
chr01	4293000	0.10042433
chr01	4294000	0.12187959
chr01	4295000	0.11608392
chr01	4296000	0.07017544
chr01	4297000	0.00835655
chr01	4298000	-0.02023121
chr01	4299000	-0.02432432
chr01	4300000	0.02509908
chr01	4301000	-0.03878116
chr01	4302000	0.03953148
chr01	4303000	0.05660377
chr01	4304000	-0.04166667
chr01	4305000	-0.05683564
chr01	4306000	-0.06725146
chr01	4307000	-0.02793296
chr01	4308000	-0.04966443
chr01	4309000	0.02735562
chr01	4310000	-0.02608696
chr01	4311000	0.00000000
chr01	4312000	-0.03703704
chr01	4313000	0.05389222
chr01	4314000	0.11015737
chr01	4315000	0.08422665
chr01	4316000	0.01361573
chr01	4317000	-0.02904564
chr01	4318000	0.03467406
chr01	4319000	0.00000000
chr01	4320000	-0.02832861
chr01	4321000	0.05027933
chr01	4322000	0.09192201
chr01	4323000	0.08910891
chr01	4324000	0.04950495
chr01	4325000	0.03682720
chr01	4326000	0.13157895
chr01	4327000	0.09809663
chr01	4328000	0.05882353
chr01	4329000	-0.06047820
chr01	4330000	0.02652520
chr01	4331000	0.06100796
chr01	4332000	0.00813008
chr01	4333000	0.16939891
chr01	4334000	0.12661499
chr01	4335000	0.08525034
chr01	4336000	0.03511450
chr01	4337000	0.00591716
chr01	4338000	0.11432326
chr01	4339000	-0.05013928
chr01	4340000	-0.06437768
chr01	4341000	0.11509716
chr01	4342000	0.07922272
chr01	4343000	0.06179775
chr01	4344000	-0.03793627
chr01	4345000	0.03410641
chr01	4346000	0.04409673
chr01	4347000	0.01248266
chr01	4348000	0.05263158
chr01	4349000	0.03736921
chr01	4350000	0.09923664
chr01	4351000	-0.03414634
chr01	4352000	0.09384164
chr01	4353000	0.13984962
chr01	4354000	-0.07648725
chr01	4355000	-0.04444444
chr01	4356000	-0.05933430
chr01	4357000	0.02627939
chr01	4358000	0.09164420
chr01	4359000	0.09253731
chr01	4360000	-0.05389222
chr01	4361000	0.05079826
chr01	4362000	0.13323983
chr01	4363000	-0.05737705
chr01	4364000	-0.06447188
chr01	4365000	-0.02074689
chr01	4366000	0.01652893
chr01	4367000	-0.07560628
chr01	4368000	-0.06612686
chr01	4369000	0.03621170
chr01	4370000	0.01798064
chr01	4371000	0.07152497
chr01	4372000	-0.11504425
chr01	4373000	-0.10893855
chr01	4374000	-0.10982659
chr01	4375000	0.09899570
chr01	4376000	0.06230530
chr01	4377000	0.12312312
chr01	4378000	0.14285714
chr01	4379000	0.07374631
chr01	4380000	-0.08254398
chr01	4381000	-0.07466667
chr01	4382000	-0.04891304
chr01	4383000	-0.04680851
chr01	4384000	0.00707214
chr01	4385000	0.05050505
chr01	4386000	0.07887324
chr01	4387000	0.01754386
chr01	4388000	0.11977716
chr01	4389000	0.04958678
chr01	4390000	-0.02834008
chr01	4391000	-0.10439560
chr01	4392000	-0.01231190
chr01	4393000	0.01355014
chr01	4394000	-0.00285714
chr01	4395000	-0.01629630
chr01	4396000	0.08689655
chr01	4397000	0.00729927
chr01	4398000	-0.06303725
chr01	4399000	-0.13383459
chr01	4400000	-0.11976912
chr01	4401000	-0.07102273
chr01	4402000	-0.03490137
chr01	4403000	-0.05187320
chr01	4404000	0.04707561
chr01	4405000	0.04953560
chr01	4406000	0.10785619
chr01	4407000	0.09392265
chr01	4408000	-0.13006993
chr01	4409000	-0.02411348
chr01	4410000	-0.11290323
chr01	4411000	-0.14246947
chr01	4412000	-0.17211949
chr01	4413000	-0.06744868
chr01	4414000	0.00289017
chr01	4415000	-0.06561680
chr01	4416000	0.03155007
chr01	4417000	0.06377205
chr01	4418000	-0.02904564
chr01	4419000	-0.07692308
chr01	4420000	0.07250342
chr01	4421000	-0.04610493
chr01	4422000	-0.10233918
chr01	4423000	-0.13477089
chr01	4424000	-0.15875170
chr01	4425000	-0.05065123
chr01	4426000	0.05413105
chr01	4427000	0.12775330
chr01	4428000	0.05218618
chr01	4429000	0.07344633
chr01	4430000	0.00131752
chr01	4431000	-0.02571042
chr01	4432000	-0.00536193
chr01	4433000	-0.02292264
chr01	4434000	0.00543478
chr01	4435000	-0.01351351
chr01	4436000	0.00430416
chr01	4437000	0.03771131
chr01	4438000	0.07076101
chr01	4439000	0.01768707
chr01	4440000	-0.04747774
chr01	4441000	0.01910828
chr01	4442000	-0.00780031
chr01	4443000	0.06184012
chr01	4444000	0.01955307
chr01	4445000	0.02526003
chr01	4446000	0.05341246
chr01	4447000	0.15015015
chr01	4448000	0.01960784
chr01	4449000	0.03566334
chr01	4450000	0.09192201
chr01	4451000	-0.01377410
chr01	4452000	0.00968188
chr01	4453000	0.10325318
chr01	4454000	0.14163090
chr01	4455000	-0.08215297
chr01	4456000	-0.15603799
chr01	4457000	-0.02425876
chr01	4458000	-0.04978663
chr01	4459000	-0.09038737
chr01	4460000	-0.18344828
chr01	4461000	-0.02319236
chr01	4462000	-0.03840683
chr01	4463000	-0.07520891
chr01	4464000	0.06321839
chr01	4465000	-0.04041721
chr01	4466000	-0.02156334
chr01	4467000	-0.08708709
chr01	4468000	-0.09174312
chr01	4469000	-0.01685393
chr01	4470000	-0.00979021
chr01	4471000	0.00813008
chr01	4472000	0.04923077
chr01	4473000	-0.05602241
chr01	4474000	0.08618331
chr01	4475000	0.07492795
chr01	4476000	0.01244813
chr01	4477000	-0.00413793
chr01	4478000	-0.00667557
chr01	4479000	-0.09836066
chr01	4480000	0.01217862
chr01	4481000	-0.14245810
chr01	4482000	-0.04447633
chr01	4483000	0.00697350
chr01	4484000	-0.05219780
chr01	4485000	0.04370861
chr01	4486000	0.02479339
chr01	4487000	-0.06366048
chr01	4488000	-0.01369863
chr01	4489000	0.04641350
chr01	4490000	0.04065041
chr01	4491000	-0.05179283
chr01	4492000	0.04166667
chr01	4493000	-0.01690141
chr01	4494000	-0.03409091
chr01	4495000	0.02733813
chr01	4496000	0.04829545
chr01	4497000	-0.01084011
chr01	4498000	0.02754821
chr01	4499000	0.00546448
chr01	4500000	-0.09511568
chr01	4501000	-0.05439331
chr01	4502000	-0.03814714
chr01	4503000	-0.05730659
chr01	4504000	-0.01569187
chr01	4505000	-0.05364512
chr01	4506000	-0.06834031
chr01	4507000	-0.02961918
chr01	4508000	-0.09192201
chr01	4509000	0.00000000
chr01	4510000	-0.01907357
chr01	4511000	-0.02281879
chr01	4512000	-0.12432432
chr01	4513000	-0.09308511
chr01	4514000	-0.05170240
chr01	4515000	-0.06811989
chr01	4516000	-0.05850340
chr01	4517000	-0.03892617
chr01	4518000	-0.02046385
chr01	4519000	-0.00266667
chr01	4520000	-0.09570042
chr01	4521000	-0.12640449
chr01	4522000	-0.03753351
chr01	4523000	0.06116208
chr01	4524000	0.00141443
chr01	4525000	-0.07887324
chr01	4526000	-0.05439331
chr01	4527000	-0.04936530
chr01	4528000	0.01569187
chr01	4529000	-0.05278592
chr01	4530000	-0.00990099
chr01	4531000	0.02222222
chr01	4532000	0.09930070
chr01	4533000	0.00747384
chr01	4534000	0.03427720
chr01	4535000	0.06311360
chr01	4536000	0.01420455
chr01	4537000	-0.00854701
chr01	4538000	-0.03382950
chr01	4539000	0.01694915
chr01	4540000	-0.00407056
chr01	4541000	0.04136947
chr01	4542000	-0.00831025
chr01	4543000	0.04240766
chr01	4544000	0.04972376
chr01	4545000	0.05042017
chr01	4546000	0.05726872
chr01	4547000	0.07153285
chr01	4548000	-0.03757225
chr01	4549000	-0.01217862
chr01	4550000	-0.08603667
chr01	4551000	0.01404494
chr01	4552000	-0.00552486
chr01	4553000	0.03198887
chr01	4554000	0.04788732
chr01	4555000	-0.03882195
chr01	4556000	-0.00547945
chr01	4557000	-0.01098901
chr01	4558000	-0.02725968
chr01	4559000	0.00561798
chr01	4560000	-0.02162162
chr01	4561000	-0.01385042
chr01	4562000	0.08498584
chr01	4563000	0.06169297
chr01	4564000	-0.05189341
chr01	4565000	-0.08933718
chr01	4566000	-0.05320600
chr01	4567000	-0.01111111
chr01	4568000	-0.00992908
chr01	4569000	-0.02627939
chr01	4570000	-0.17310443
chr01	4571000	-0.08991826
chr01	4572000	-0.13333333
chr01	4573000	-0.10179641
chr01	4574000	-0.03030303
chr01	4575000	-0.04881450
chr01	4576000	-0.05370102
chr01	4577000	-0.15142857
chr01	4578000	-0.15088757
chr01	4579000	-0.16448326
chr01	4580000	-0.10850440
chr01	4581000	0.00852273
chr01	4582000	0.06394558
chr01	4583000	-0.05563094
chr01	4584000	-0.02222222
chr01	4585000	0.00429185
chr01	4586000	-0.06518724
chr01	4587000	-0.05459770
chr01	4588000	0.04571429
chr01	4589000	0.07490145
chr01	4590000	0.01694915
chr01	4591000	0.02941176
chr01	4592000	0.05135135
chr01	4593000	0.10814815
chr01	4594000	0.04166667
chr01	4595000	0.05424200
chr01	4596000	0.00265957
chr01	4597000	-0.02627939
chr01	4598000	0.00583090
chr01	4599000	0.00550964
chr01	4600000	-0.00421941
chr01	4601000	-0.03095559
chr01	4602000	-0.01704545
chr01	4603000	-0.02724796
chr01	4604000	-0.08648649
chr01	4605000	0.10581222
chr01	4606000	0.05485232
chr01	4607000	0.00781250
chr01	4608000	0.01726428
chr01	4609000	0.04324324
chr01	4610000	0.07163324
chr01	4611000	0.09883721
chr01	4612000	0.12305516
chr01	4613000	-0.06606607
chr01	4614000	-0.02160494
chr01	4615000	-0.10850440
chr01	4616000	-0.04881450
chr01	4617000	0.03957784
chr01	4618000	0.07183908
chr01	4619000	0.02400000
chr01	4620000	0.09243697
chr01	4621000	0.11294766
chr01	4622000	0.03380282
chr01	4623000	0.10404624
chr01	4624000	0.00665779
chr01	4625000	-0.02202643
chr01	4626000	0.03672316
chr01	4627000	0.01604278
chr01	4628000	-0.00542005
chr01	4629000	-0.02841678
chr01	4630000	-0.03779070
chr01	4631000	0.02133713
chr01	4632000	-0.09090909
chr01	4633000	-0.04761905
chr01	4634000	-0.00147710
chr01	4635000	0.05277778
chr01	4636000	0.11380880
chr01	4637000	0.03790087
chr01	4638000	-0.00589971
chr01	4639000	-0.17079890
chr01	4640000	-0.06303725
chr01	4641000	-0.07923497
chr01	4642000	0.00857143
chr01	4643000	-0.05866303
chr01	4644000	0.01037037
chr01	4645000	-0.03703704
chr01	4646000	0.04958678
chr01	4647000	0.03757225
chr01	4648000	0.03478261
chr01	4649000	-0.08160443
chr01	4650000	-0.01412429
chr01	4651000	-0.01699717
chr01	4652000	-0.03763441
chr01	4653000	0.01709402
chr01	4654000	0.05834464
chr01	4655000	-0.11025641
chr01	4656000	-0.00549451
chr01	4657000	0.01234568
chr01	4658000	-0.02418208
chr01	4659000	-0.06295754
chr01	4660000	0.00423131
chr01	4661000	-0.00813008
chr01	4662000	0.03624161
chr01	4663000	0.10000000
chr01	4664000	0.03098592
chr01	4665000	-0.05992011
chr01	4666000	0.04657534
chr01	4667000	0.09234828
chr01	4668000	0.04225352
chr01	4669000	0.07288630
chr01	4670000	0.05882353
chr01	4671000	0.00143472
chr01	4672000	-0.08405797
chr01	4673000	0.01573677
chr01	4674000	0.08450704
chr01	4675000	0.03714286
chr01	4676000	-0.02312925
chr01	4677000	0.01291248
chr01	4678000	0.04347826
chr01	4679000	0.03977273
chr01	4680000	0.12320917
chr01	4681000	0.10476190
chr01	4682000	0.10096819
chr01	4683000	0.03089888
chr01	4684000	0.06507304
chr01	4685000	0.03163686
chr01	4686000	-0.10924370
chr01	4687000	0.00138696
chr01	4688000	-0.02390999
chr01	4689000	0.00852273
chr01	4690000	-0.00954980
chr01	4691000	0.03155007
chr01	4692000	0.03581267
chr01	4693000	0.05932203
chr01	4694000	-0.01977401
chr01	4695000	0.04419890
chr01	4696000	0.04628331
chr01	4697000	0.04945055
chr01	4698000	-0.04721030
chr01	4699000	-0.00591716
chr01	4700000	-0.01453488
chr01	4701000	0.12091038
chr01	4702000	-0.07476636
chr01	4703000	-0.01955307
chr01	4704000	0.08701854
chr01	4705000	-0.03896104
chr01	4706000	0.02987198
chr01	4707000	0.03703704
chr01	4708000	0.02601156
chr01	4709000	-0.09921671
chr01	4710000	-0.04509284
chr01	4711000	0.00273224
chr01	4712000	0.01142857
chr01	4713000	-0.08882521
chr01	4714000	-0.03005464
chr01	4715000	0.08959538
chr01	4716000	0.03313253
chr01	4717000	0.00299401
chr01	4718000	-0.09065551
chr01	4719000	0.08879185
chr01	4720000	-0.00597015
chr01	4721000	0.05571848
chr01	4722000	0.06460674
chr01	4723000	0.07482993
chr01	4724000	0.06702413
chr01	4725000	-0.00294985
chr01	4726000	0.08879185
chr01	4727000	0.06408346
chr01	4728000	-0.01183432
chr01	4729000	-0.04804805
chr01	4730000	0.00439239
chr01	4731000	0.00754148
chr01	4732000	-0.00872093
chr01	4733000	-0.08251748
chr01	4734000	0.06666667
chr01	4735000	-0.01644245
chr01	4736000	-0.00426743
chr01	4737000	-0.02109705
chr01	4738000	0.01876676
chr01	4739000	0.12621359
chr01	4740000	-0.04878049
chr01	4741000	-0.02857143
chr01	4742000	0.06027821
chr01	4743000	-0.03921569
chr01	4744000	-0.00410397
chr01	4745000	0.11789182
chr01	4746000	0.07296137
chr01	4747000	0.05952381
chr01	4748000	-0.07309942
chr01	4749000	-0.02240896
chr01	4750000	-0.07454290
chr01	4751000	0.00954980
chr01	4752000	-0.02008032
chr01	4753000	0.09763314
chr01	4754000	0.01785714
chr01	4755000	-0.01241379
chr01	4756000	0.03603604
chr01	4757000	-0.07810107
chr01	4758000	0.08965517
chr01	4759000	0.08908046
chr01	4760000	-0.01095890
chr01	4761000	0.02727273
chr01	4762000	-0.00410397
chr01	4763000	-0.04213483
chr01	4764000	-0.06518724
chr01	4765000	-0.00847458
chr01	4766000	0.01788171
chr01	4767000	0.10267229
chr01	4768000	0.04775281
chr01	4769000	0.02880658
chr01	4770000	0.02904564
chr01	4771000	-0.14363885
chr01	4772000	-0.06464924
chr01	4773000	-0.12691771
chr01	4774000	0.01204819
chr01	4775000	0.04000000
chr01	4776000	0.02046385
chr01	4777000	0.09650350
chr01	4778000	0.11966988
chr01	4779000	0.07046477
chr01	4780000	0.05633803
chr01	4781000	-0.00269542
chr01	4782000	0.11022576
chr01	4783000	0.10124827
chr01	4784000	0.10891089
chr01	4785000	0.05421687
chr01	4786000	0.00277778
chr01	4787000	-0.02338377
chr01	4788000	-0.03318903
chr01	4789000	-0.01436782
chr01	4790000	-0.06547619
chr01	4791000	-0.01129944
chr01	4792000	0.11538462
chr01	4793000	0.04736130
chr01	4794000	0.00813008
chr01	4795000	-0.06951872
chr01	4796000	0.01117318
chr01	4797000	0.05799151
chr01	4798000	-0.04155125
chr01	4799000	-0.03004292
chr01	4800000	0.09166667
chr01	4801000	0.08000000
chr01	4802000	0.02013423
chr01	4803000	0.03611111
chr01	4804000	0.07823613
chr01	4805000	0.06013986
chr01	4806000	0.03324100
chr01	4807000	0.08864266
chr01	4808000	0.12707182
chr01	4809000	-0.00987306
chr01	4810000	-0.02301790
chr01	4811000	0.00000000
chr01	4812000	-0.00711238
chr01	4813000	0.05763689
chr01	4814000	-0.08137931
chr01	4815000	-0.00271739
chr01	4816000	-0.01123596
chr01	4817000	-0.01971831
chr01	4818000	0.03529412
chr01	4819000	-0.01062215
chr01	4820000	-0.03303303
chr01	4821000	0.05671642
chr01	4822000	-0.00449775
chr01	4823000	0.01357466
chr01	4824000	-0.06584992
chr01	4825000	0.02432046
chr01	4826000	-0.11078717
chr01	4827000	0.12209302
chr01	4828000	-0.02795031
chr01	4829000	0.17546362
chr01	4830000	0.12586445
chr01	4831000	0.02023121
chr01	4832000	0.01021898
chr01	4833000	0.00138696
chr01	4834000	-0.06027397
chr01	4835000	0.07267442
chr01	4836000	0.00581395
chr01	4837000	-0.05131761
chr01	4838000	-0.14044944
chr01	4839000	-0.12166172
chr01	4840000	-0.01337296
chr01	4841000	0.00705219
chr01	4842000	-0.14037627
chr01	4843000	-0.14121037
chr01	4844000	-0.07780980
chr01	4845000	-0.08787879
chr01	4846000	-0.13675214
chr01	4847000	0.22023810
chr01	4848000	0.21664275
chr01	4849000	0.12173913
chr01	4850000	0.06629834
chr01	4851000	0.12912913
chr01	4852000	0.12983425
chr01	4853000	0.18041958
chr01	4854000	0.11420613
chr01	4855000	0.14115899
chr01	4856000	0.13669065
chr01	4857000	0.07371349
chr01	4858000	0.07492795
chr01	4859000	0.04309064
chr01	4860000	0.16768293
chr01	4861000	-0.01870504
chr01	4862000	0.16208791
chr01	4863000	-0.02281879
chr01	4864000	0.03367496
chr01	4865000	0.00890208
chr01	4866000	-0.06204906
chr01	4867000	0.05305040
chr01	4868000	0.06155951
chr01	4869000	0.05593452
chr01	4870000	0.05945946
chr01	4871000	0.02873563
chr01	4872000	-0.06461538
chr01	4873000	0.03976436
chr01	4874000	0.09253731
chr01	4875000	0.12753623
chr01	4876000	0.16618076
chr01	4877000	0.07988166
chr01	4878000	0.06486486
chr01	4879000	0.08157895
chr01	4880000	0.11594203
chr01	4881000	0.08707865
chr01	4882000	0.15760112
chr01	4883000	0.15334207
chr01	4884000	0.05611511
chr01	4885000	0.10632571
chr01	4886000	0.02196193
chr01	4887000	-0.03703704
chr01	4888000	-0.12676056
chr01	4889000	-0.05563481
chr01	4890000	-0.04465494
chr01	4891000	-0.00280112
chr01	4892000	0.10410959
chr01	4893000	0.04109589
chr01	4894000	0.00842697
chr01	4895000	0.03271693
chr01	4896000	0.03892617
chr01	4897000	0.03466667
chr01	4898000	0.06722689
chr01	4899000	-0.06828528
chr01	4900000	-0.03988604
chr01	4901000	-0.07845934
chr01	4902000	-0.01610542
chr01	4903000	-0.09930070
chr01	4904000	-0.09246088
chr01	4905000	-0.06318681
chr01	4906000	0.01201602
chr01	4907000	0.06963788
chr01	4908000	-0.03915663
chr01	4909000	-0.05307263
chr01	4910000	-0.02770083
chr01	4911000	0.12000000
chr01	4912000	-0.02793296
chr01	4913000	-0.04582210
chr01	4914000	0.05655172
chr01	4915000	-0.03151862
chr01	4916000	0.03438395
chr01	4917000	-0.08921438
chr01	4918000	0.02023121
chr01	4919000	0.00284091
chr01	4920000	-0.05797101
chr01	4921000	0.04501608
chr01	4922000	-0.00843170
chr01	4923000	0.05246423
chr01	4924000	0.00867052
chr01	4925000	0.12389381
chr01	4926000	0.02170767
chr01	4927000	0.10271903
chr01	4928000	-0.00727802
chr01	4929000	0.03264095
chr01	4930000	0.03496503
chr01	4931000	-0.01897810
chr01	4932000	-0.03576983
chr01	4933000	-0.04160247
chr01	4934000	0.01386749
chr01	4935000	0.04866562
chr01	4936000	0.07064364
chr01	4937000	0.02100162
chr01	4938000	0.05263158
chr01	4939000	0.04733728
chr01	4940000	0.00725689
chr01	4941000	0.05539359
chr01	4942000	0.05401460
chr01	4943000	-0.03529412
chr01	4944000	0.01823708
chr01	4945000	0.01869159
chr01	4946000	0.08359133
chr01	4947000	0.10157368
chr01	4948000	0.10192024
chr01	4949000	0.02865330
chr01	4950000	0.01551481
chr01	4951000	0.09577465
chr01	4952000	0.14647887
chr01	4953000	0.05740181
chr01	4954000	-0.00436681
chr01	4955000	0.02564103
chr01	4956000	0.00536193
chr01	4957000	-0.06627393
chr01	4958000	-0.08100147
chr01	4959000	0.04000000
chr01	4960000	-0.03382950
chr01	4961000	0.00000000
chr01	4962000	-0.03703704
chr01	4963000	-0.00828729
chr01	4964000	0.03216374
chr01	4965000	0.02579666
chr01	4966000	0.19705882
chr01	4967000	0.16320475
chr01	4968000	0.11554922
chr01	4969000	-0.01317716
chr01	4970000	0.05079365
chr01	4971000	0.10456554
chr01	4972000	0.09065551
chr01	4973000	0.07338129
chr01	4974000	0.06060606
chr01	4975000	0.05323741
chr01	4976000	0.02834008
chr01	4977000	0.01461988
chr01	4978000	0.06801737
chr01	4979000	0.05042017
chr01	4980000	0.06571429
chr01	4981000	0.08154506
chr01	4982000	0.00671141
chr01	4983000	0.05980529
chr01	4984000	0.05982906
chr01	4985000	0.04761905
chr01	4986000	0.09752547
chr01	4987000	0.15342466
chr01	4988000	0.07964602
chr01	4989000	0.05963939
chr01	4990000	0.00278552
chr01	4991000	0.04067321
chr01	4992000	-0.02266289
chr01	4993000	0.05179283
chr01	4994000	0.15984148
chr01	4995000	0.14745308
chr01	4996000	0.04802260
chr01	4997000	0.05459770
chr01	4998000	0.01694915
chr01	4999000	0.00772798
chr01	5000000	-0.10802469
chr01	5001000	-0.16918429
chr01	5002000	-0.08422665
chr01	5003000	-0.03448276
chr01	5004000	0.00732064
chr01	5005000	-0.03628447
chr01	5006000	-0.08464849
chr01	5007000	0.01729107
chr01	5008000	-0.12586445
chr01	5009000	-0.03660322
chr01	5010000	-0.04683196
chr01	5011000	-0.06474820
chr01	5012000	0.04829545
chr01	5013000	0.01253918
chr01	5014000	-0.03225806
chr01	5015000	0.02865330
chr01	5016000	0.01325479
chr01	5017000	-0.01666667
chr01	5018000	0.04489796
chr01	5019000	0.01211306
chr01	5020000	0.12188366
chr01	5021000	0.15774648
chr01	5022000	0.11669129
chr01	5023000	0.11749347
chr01	5024000	0.14728682
chr01	5025000	0.16483516
chr01	5026000	0.09428951
chr01	5027000	0.15053763
chr01	5028000	0.13931034
chr01	5029000	0.08628006
chr01	5030000	0.08333333
chr01	5031000	0.15229885
chr01	5032000	0.06547619
chr01	5033000	-0.05780347
chr01	5034000	-0.07412587
chr01	5035000	-0.15864023
chr01	5036000	-0.16550765
chr01	5037000	-0.13068182
chr01	5038000	0.09846154
chr01	5039000	0.09365559
chr01	5040000	0.00000000
chr01	5041000	-0.04035874
chr01	5042000	0.02760736
chr01	5043000	-0.06362153
chr01	5044000	0.19760479
chr01	5045000	0.22752809
chr01	5046000	-0.00903614
chr01	5047000	-0.09970674
chr01	5048000	-0.10014948
chr01	5049000	0.02824859
chr01	5050000	-0.04592593
chr01	5051000	-0.05740181
chr01	5052000	0.23796034
chr01	5053000	0.16066482
chr01	5054000	0.13997114
chr01	5055000	-0.08464849
chr01	5056000	-0.25107604
chr01	5057000	0.01587302
chr01	5058000	0.08035714
chr01	5059000	0.05182927
chr01	5060000	-0.00302115
chr01	5061000	-0.05766526
chr01	5062000	0.07213579
chr01	5063000	0.03907381
chr01	5064000	0.05379310
chr01	5065000	0.16011236
chr01	5066000	0.12054795
chr01	5067000	0.02995720
chr01	5068000	-0.00973574
chr01	5069000	0.05234899
chr01	5070000	0.07541899
chr01	5071000	0.05686546
chr01	5072000	-0.04798962
chr01	5073000	0.13043478
chr01	5074000	0.03155007
chr01	5075000	0.11788079
chr01	5076000	-0.00270270
chr01	5077000	-0.11584554
chr01	5078000	0.00561798
chr01	5079000	0.22496372
chr01	5080000	0.06030856
chr01	5081000	0.07277628
chr01	5082000	-0.03957784
chr01	5083000	0.00135685
chr01	5084000	0.08183079
chr01	5085000	-0.00429185
chr01	5086000	0.05540166
chr01	5087000	0.07445255
chr01	5088000	0.05899281
chr01	5089000	0.08611111
chr01	5090000	0.04225352
chr01	5091000	-0.01129944
chr01	5092000	0.02168022
chr01	5093000	-0.08165997
chr01	5094000	-0.04429530
chr01	5095000	-0.02338377
chr01	5096000	-0.01269394
chr01	5097000	-0.14099217
chr01	5098000	-0.09530201
chr01	5099000	-0.03370787
chr01	5100000	-0.00143472
chr01	5101000	-0.02762431
chr01	5102000	0.05834464
chr01	5103000	-0.08419498
chr01	5104000	-0.06232295
chr01	5105000	0.00984529
chr01	5106000	0.12834979
chr01	5107000	0.00000000
chr01	5108000	0.03930131
chr01	5109000	-0.03021583
chr01	5110000	-0.02404526
chr01	5111000	0.01018923
chr01	5112000	-0.03056769
chr01	5113000	-0.00970874
chr01	5114000	0.07397260
chr01	5115000	-0.00761035
chr01	5116000	0.03225806
chr01	5117000	-0.00297619
chr01	5118000	0.07735584
chr01	5119000	0.12201964
chr01	5120000	0.00727802
chr01	5121000	0.02627939
chr01	5122000	-0.04208999
chr01	5123000	0.01769912
chr01	5124000	0.02095808
chr01	5125000	-0.00435414
chr01	5126000	-0.03829787
chr01	5127000	0.02083333
chr01	5128000	-0.04874446
chr01	5129000	0.00430416
chr01	5130000	0.01749664
chr01	5131000	0.03896104
chr01	5132000	0.00835655
chr01	5133000	0.05066667
chr01	5134000	0.08100559
chr01	5135000	0.01793103
chr01	5136000	0.05547226
chr01	5137000	0.07627119
chr01	5138000	0.02662722
chr01	5139000	-0.12777778
chr01	5140000	-0.03743316
chr01	5141000	-0.05459770
chr01	5142000	-0.03172414
chr01	5143000	-0.02325581
chr01	5144000	0.07204611
chr01	5145000	0.03759398
chr01	5146000	-0.00800000
chr01	5147000	0.10182768
chr01	5148000	0.10144928
chr01	5149000	0.07715134
chr01	5150000	-0.01269394
chr01	5151000	0.00000000
chr01	5152000	0.03160920
chr01	5153000	-0.08033241
chr01	5154000	-0.08672087
chr01	5155000	-0.11516854
chr01	5156000	-0.00139860
chr01	5157000	0.04564315
chr01	5158000	-0.02670623
chr01	5159000	0.04266667
chr01	5160000	0.08622909
chr01	5161000	0.08991826
chr01	5162000	0.06268657
chr01	5163000	-0.00606061
chr01	5164000	-0.04184704
chr01	5165000	-0.08460472
chr01	5166000	-0.12649800
chr01	5167000	-0.02404526
chr01	5168000	-0.14078374
chr01	5169000	-0.03896104
chr01	5170000	-0.02941176
chr01	5171000	0.07407407
chr01	5172000	0.01497006
chr01	5173000	0.04204204
chr01	5174000	0.01024890
chr01	5175000	-0.01114206
chr01	5176000	0.07926829
chr01	5177000	0.03414634
chr01	5178000	-0.00453858
chr01	5179000	0.03367496
chr01	5180000	0.01396648
chr01	5181000	0.06166220
chr01	5182000	0.05602241
chr01	5183000	0.02097902
chr01	5184000	0.01739130
chr01	5185000	0.07898659
chr01	5186000	0.02773723
chr01	5187000	0.05952381
chr01	5188000	-0.02068966
chr01	5189000	0.01001431
chr01	5190000	0.05681818
chr01	5191000	0.02725968
chr01	5192000	0.07112971
chr01	5193000	-0.05563481
chr01	5194000	0.04335664
chr01	5195000	-0.09065934
chr01	5196000	-0.04387292
chr01	5197000	0.00153139
chr01	5198000	-0.02317291
chr01	5199000	-0.02155887
chr01	5200000	-0.03196347
chr01	5201000	0.05637982
chr01	5202000	0.03604806
chr01	5203000	0.09305761
chr01	5204000	0.06741573
chr01	5205000	-0.02346041
chr01	5206000	0.01876676
chr01	5207000	-0.00719424
chr01	5208000	0.09668874
chr01	5209000	-0.03653586
chr01	5210000	-0.05595409
chr01	5211000	-0.10227273
chr01	5212000	-0.06760563
chr01	5213000	0.04469274
chr01	5214000	0.07132460
chr01	5215000	0.11538462
chr01	5216000	0.05815603
chr01	5217000	0.05035971
chr01	5218000	0.04136947
chr01	5219000	0.02191781
chr01	5220000	0.08689655
chr01	5221000	0.04874446
chr01	5222000	0.11111111
chr01	5223000	0.11977716
chr01	5224000	0.12568306
chr01	5225000	-0.00554017
chr01	5226000	0.09510086
chr01	5227000	0.01361573
chr01	5228000	-0.01230769
chr01	5229000	-0.06782107
chr01	5230000	0.01615272
chr01	5231000	-0.07692308
chr01	5232000	-0.00981767
chr01	5233000	0.01773533
chr01	5234000	0.01104972
chr01	5235000	0.00000000
chr01	5236000	0.09289617
chr01	5237000	0.17385621
chr01	5238000	-0.00707214
chr01	5239000	0.08525034
chr01	5240000	-0.13122172
chr01	5241000	-0.02849389
chr01	5242000	-0.02824859
